Product ID,Price,Competitor Price,Elasticity Index,Discount,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost
1034,31.03,32.45,1.34,0.15,148,3.44,10.21,6.33
1035,67.53,71.56,2.0,0.15,42,3.92,13.58,2.63
1036,31.21,33.99,1.6,0.0,213,4.26,3.02,4.64
1037,74.23,75.84,1.26,0.05,82,4.69,10.36,12.45
1038,88.63,84.28,2.12,0.0,25,4.86,1.31,4.74
1039,21.41,23.23,1.67,0.15,168,2.76,8.43,4.44
1040,87.99,92.84,1.28,0.15,70,4.0,2.04,11.5
1041,63.42,64.37,0.72,0.0,184,4.17,18.04,18.19
1042,21.44,22.28,2.29,0.15,276,2.93,13.78,15.99
1043,48.48,52.59,0.57,0.1,273,3.86,16.05,18.2
1044,24.48,25.52,2.23,0.2,251,3.34,9.89,12.08
1045,73.03,71.11,1.22,0.05,75,2.69,17.19,8.79
1046,78.3,81.63,1.78,0.2,20,2.66,17.59,14.86
1047,19.52,17.73,2.34,0.05,186,4.4,7.78,5.97
1048,55.55,54.29,0.8,0.15,143,4.04,8.16,2.48
1049,83.32,81.76,1.63,0.0,45,4.29,10.66,7.55
1050,94.25,87.97,2.03,0.0,7,4.21,1.8,6.69
1051,56.22,50.85,2.02,0.15,119,2.84,19.92,13.84
1052,95.53,88.52,1.55,0.05,5,2.88,7.82,11.48
1053,58.21,60.01,1.75,0.15,121,3.13,9.95,3.63
1054,45.48,48.23,2.02,0.05,110,3.5,15.34,18.26
1055,86.34,94.77,2.18,0.15,56,4.85,6.65,12.27
1056,54.37,52.7,2.02,0.15,74,4.18,4.83,9.7
1057,52.47,53.51,1.21,0.15,255,3.14,3.42,18.81
1058,54.13,58.86,2.49,0.0,47,2.64,11.03,2.85
1059,86.21,80.47,1.37,0.05,42,4.21,1.1,16.0
1060,84.87,88.57,0.55,0.15,281,4.06,14.48,7.93
1061,46.32,48.68,1.23,0.2,331,4.19,9.77,14.21
1062,40.0,36.71,0.76,0.2,472,3.15,11.1,18.68
1063,54.27,58.19,0.74,0.0,264,3.79,6.0,10.84
1064,61.55,65.4,1.06,0.1,150,3.4,4.39,1.43
1065,31.45,28.52,0.61,0.0,232,4.54,14.3,1.55
1066,81.46,74.79,1.88,0.1,25,2.67,5.0,7.28
1067,53.78,48.93,0.65,0.0,178,3.19,15.82,15.85
1068,40.06,38.74,0.91,0.2,216,4.01,4.87,6.48
1069,19.61,19.65,0.69,0.15,362,3.01,12.64,7.35
1070,31.5,31.7,0.63,0.05,306,4.18,13.23,15.9
1071,95.44,91.0,1.04,0.15,57,2.84,10.61,3.21
1072,37.46,40.54,1.64,0.2,135,2.56,19.94,17.09
1073,25.2,24.53,2.43,0.05,81,4.66,8.14,6.05
1074,51.46,46.78,2.25,0.1,40,3.33,17.78,1.97
1075,37.64,36.13,2.25,0.1,200,2.89,4.22,3.23
1076,13.16,13.25,0.85,0.2,429,2.93,7.41,19.1
1077,39.08,38.37,1.03,0.05,190,4.71,3.76,9.58
1078,58.97,56.3,0.65,0.15,298,4.14,12.47,5.87
1079,59.65,55.26,2.06,0.2,28,4.89,13.13,10.9
1080,42.09,44.78,0.64,0.1,502,4.5,9.62,13.96
1081,50.26,55.24,1.61,0.2,184,4.42,14.68,7.06
1082,96.9,93.59,1.0,0.15,58,3.75,17.49,14.78
1083,43.96,42.92,0.99,0.0,157,4.55,15.75,5.79
1084,33.24,34.03,2.48,0.0,139,3.53,5.59,3.13
1085,31.91,33.31,2.01,0.15,297,4.57,7.09,11.44
1086,51.2,50.09,2.17,0.05,48,4.39,8.23,3.87
1087,78.36,84.7,1.64,0.2,77,4.2,4.87,18.87
1088,28.54,28.88,2.24,0.15,124,3.32,7.86,1.01
1089,73.84,73.1,1.79,0.0,74,4.08,5.52,15.36
1090,11.9,12.25,2.39,0.1,232,3.77,19.92,6.31
1091,47.7,52.02,1.06,0.15,323,3.65,15.88,17.08
1092,79.83,84.53,1.69,0.15,65,4.98,17.34,2.14
1093,40.49,36.76,1.88,0.15,135,3.76,18.52,19.11
1094,60.74,58.7,1.29,0.0,91,2.58,13.64,2.93
1095,28.45,28.28,2.26,0.0,78,4.07,4.34,15.97
1096,76.78,73.93,2.46,0.15,5,4.32,15.41,10.83
1097,14.71,15.29,1.49,0.15,264,4.71,1.3,9.18
1098,86.73,92.39,1.28,0.05,10,4.08,3.15,6.32
1099,27.84,29.13,1.44,0.1,255,2.55,1.56,16.99
1100,88.7,97.38,2.21,0.2,34,2.8,3.57,4.8
1101,41.73,39.83,1.79,0.2,79,2.9,15.29,14.7
1102,75.04,80.67,0.59,0.2,393,3.03,17.82,9.47
1103,38.73,40.8,1.58,0.0,209,4.5,6.3,19.97
1104,91.53,89.01,0.53,0.0,193,3.27,3.26,12.62
1105,21.4,22.4,2.06,0.05,322,3.28,6.19,2.98
1106,26.07,24.0,1.16,0.0,166,4.39,13.3,8.97
1107,54.37,57.52,1.44,0.15,122,3.53,7.65,2.26
1108,17.37,17.49,2.1,0.1,284,2.66,19.26,6.43
1109,27.64,26.49,0.59,0.1,432,3.96,3.49,7.52
1110,94.94,97.9,0.82,0.1,86,2.83,19.82,17.21
1111,97.88,100.66,1.3,0.1,53,3.93,1.24,16.92
1112,43.86,41.31,0.96,0.2,222,4.45,9.58,1.22
1113,93.1,84.35,1.18,0.2,89,4.82,5.78,11.11
1114,59.03,58.25,2.5,0.15,56,2.67,11.76,5.25
1115,34.28,34.75,2.15,0.05,130,3.26,2.83,7.08
1116,73.22,78.73,2.27,0.0,22,4.13,17.64,1.41
1117,69.3,75.24,2.37,0.0,14,3.29,3.59,15.25
1118,99.02,99.59,1.18,0.2,108,3.63,12.16,19.06
1119,33.85,35.57,1.09,0.1,215,2.55,1.63,5.17
1120,70.49,69.63,0.97,0.15,114,4.23,6.91,7.49
1121,14.68,15.4,2.16,0.05,384,4.71,3.84,4.92
1122,20.23,19.03,1.86,0.2,439,4.94,19.58,18.67
1123,10.35,10.09,0.97,0.15,660,4.58,1.23,1.18
1124,99.95,102.63,1.25,0.15,86,2.58,7.7,12.09
1125,82.2,74.28,1.51,0.2,111,4.13,6.75,17.54
1126,80.81,84.4,1.56,0.15,61,3.74,13.49,4.54
1127,55.88,59.62,2.28,0.1,47,4.84,2.07,12.21
1128,37.01,36.26,1.26,0.15,199,4.76,16.4,1.96
1129,23.61,23.37,2.32,0.05,151,4.97,9.86,16.48
1130,35.62,38.12,1.38,0.15,205,4.65,9.6,6.21
1131,43.84,46.25,1.99,0.0,71,3.87,5.31,19.79
1132,78.07,74.76,2.36,0.15,23,4.29,10.31,18.52
1133,58.57,56.51,2.32,0.2,23,4.91,7.91,14.92
1134,16.97,17.58,0.61,0.0,270,3.95,5.66,10.44
1135,11.62,11.77,0.91,0.2,625,4.6,4.2,15.57
1136,19.21,17.91,1.45,0.05,177,4.86,14.84,3.48
1137,46.94,45.16,1.36,0.1,230,3.93,3.7,6.89
1138,93.99,101.51,1.78,0.05,36,2.9,4.19,1.51
1139,67.37,69.9,2.39,0.0,34,2.89,11.96,13.26
1140,82.16,90.15,0.72,0.1,199,2.79,5.3,16.31
1141,51.97,54.75,1.4,0.15,201,3.69,9.73,18.98
1142,42.55,46.31,0.88,0.0,188,3.7,11.51,14.04
1143,19.76,18.63,2.29,0.1,274,4.04,6.21,14.91
1144,88.83,93.66,2.43,0.2,5,3.71,7.53,18.01
1145,80.48,72.76,1.46,0.1,55,4.93,4.99,18.79
1146,25.13,25.99,0.71,0.2,597,3.23,9.75,10.33
1147,56.1,55.76,2.07,0.2,78,4.68,19.86,3.09
1148,53.86,52.21,1.89,0.1,61,2.75,7.89,9.86
1149,66.26,71.06,1.21,0.05,170,4.0,13.41,11.57
1150,95.16,101.9,2.27,0.05,17,4.12,13.08,13.0
1151,62.18,56.24,2.45,0.2,49,4.43,15.94,19.8
1152,58.62,59.9,1.62,0.0,98,3.76,14.53,18.43
1153,14.53,14.15,1.63,0.1,391,2.99,1.22,8.53
1154,15.66,15.4,1.1,0.0,364,3.42,6.88,3.16
1155,26.86,28.65,1.67,0.05,260,3.18,17.53,5.08
1156,12.92,12.43,1.38,0.0,360,3.55,11.25,4.3
1157,76.9,83.72,1.1,0.15,104,3.82,2.98,7.76
1158,75.1,70.29,0.63,0.15,302,4.06,6.25,17.65
1159,22.25,22.97,1.01,0.05,472,4.61,6.38,9.32
1160,85.25,88.18,0.9,0.0,38,4.78,17.59,11.78
1161,23.93,22.74,1.58,0.1,329,3.66,11.51,4.4
1162,37.11,35.81,1.7,0.05,60,2.72,12.56,10.36
1163,32.41,34.58,1.72,0.15,178,4.49,7.97,17.6
1164,43.51,45.79,1.28,0.05,194,3.69,2.15,15.7
1165,32.92,31.79,1.34,0.0,84,3.87,2.43,2.54
1166,54.01,54.37,2.17,0.0,65,3.99,8.99,17.38
1167,46.67,42.58,1.45,0.0,141,4.17,4.37,6.2
1168,98.79,93.04,2.48,0.2,13,4.73,2.98,13.65
1169,15.03,14.99,1.38,0.0,162,4.88,5.98,3.78
1170,22.8,20.91,1.8,0.15,229,4.85,15.1,13.82
1171,14.75,15.77,0.6,0.15,645,4.52,2.39,1.68
1172,66.33,69.22,1.81,0.2,134,4.72,9.52,12.41
1173,14.91,16.23,2.2,0.15,337,2.62,16.7,13.27
1174,85.28,88.58,2.38,0.15,24,4.62,6.09,5.65
1175,56.07,61.01,2.49,0.05,66,2.68,6.74,18.8
1176,57.43,58.06,1.06,0.0,144,4.37,17.8,1.87
1177,60.54,61.76,1.65,0.05,108,2.92,13.35,17.94
1178,25.37,27.79,1.4,0.05,184,3.4,16.16,8.26
1179,27.79,28.58,1.63,0.15,293,2.96,6.49,14.56
1180,38.69,35.06,0.81,0.1,278,3.61,19.94,13.38
1181,63.41,66.25,2.21,0.0,89,3.53,3.68,4.2
1182,28.91,31.26,2.32,0.1,109,2.62,19.28,7.06
1183,20.47,21.68,1.4,0.15,420,4.58,18.14,11.06
1184,97.31,98.94,1.06,0.2,152,4.64,11.49,17.08
1185,11.98,12.39,0.78,0.05,246,4.47,12.12,19.14
1186,82.24,90.31,1.87,0.15,54,4.62,15.73,1.39
1187,80.92,74.3,1.12,0.15,96,4.38,6.83,7.7
1188,36.75,37.98,2.32,0.1,31,4.84,11.02,13.69
1189,22.21,21.24,1.84,0.2,225,3.94,18.15,11.03
1190,23.11,23.75,1.79,0.05,252,3.96,2.3,18.92
1191,72.77,74.34,1.62,0.2,24,4.65,18.21,1.32
1192,67.85,63.15,0.59,0.2,299,3.37,14.85,9.32
1193,80.45,75.73,2.36,0.2,16,2.63,15.63,13.71
1194,94.37,96.67,1.76,0.0,23,4.37,2.23,5.13
1195,72.27,66.9,2.49,0.2,5,3.14,4.57,14.79
1196,24.03,22.9,1.57,0.15,392,3.69,18.58,2.54
1197,31.91,34.05,1.92,0.0,250,3.1,3.36,9.57
1198,85.8,82.83,0.61,0.0,261,4.57,12.99,13.85
1199,28.84,28.77,1.76,0.2,272,4.9,15.87,6.07
1200,16.53,17.99,2.03,0.15,184,2.64,5.39,2.4
1201,73.3,69.3,2.06,0.05,11,3.08,14.28,19.18
1202,46.23,45.21,2.04,0.2,41,2.97,2.25,18.36
1203,92.8,94.78,0.95,0.0,56,4.18,10.48,18.6
1204,68.52,72.02,2.45,0.05,20,3.57,7.35,19.59
1205,18.14,19.59,2.49,0.05,190,3.64,13.27,4.51
1206,95.31,103.23,0.65,0.0,159,2.89,17.89,4.0
1207,33.27,35.11,2.37,0.05,158,3.54,3.38,1.65
1208,40.35,38.16,1.08,0.15,245,3.26,9.56,17.94
1209,46.2,41.81,1.88,0.15,108,4.03,9.04,15.3
1210,14.61,14.27,1.18,0.2,572,3.04,7.15,13.03
1211,54.69,50.77,2.44,0.2,38,4.04,10.12,18.63
1212,21.1,21.99,0.7,0.05,332,3.44,17.73,11.93
1213,46.09,47.57,1.5,0.0,93,3.37,19.5,3.46
1214,41.56,37.77,1.36,0.15,216,3.26,1.05,4.36
1215,79.56,84.91,1.15,0.1,105,4.18,15.04,3.51
1216,82.29,78.15,1.79,0.2,57,3.91,12.69,6.85
1217,23.81,23.48,0.76,0.15,237,4.63,19.9,8.21
1218,42.99,44.43,1.93,0.05,137,3.1,2.71,16.14
1219,43.6,42.99,2.46,0.15,66,2.6,16.42,4.63
1220,23.63,23.35,2.11,0.15,173,2.96,18.74,14.78
1221,81.86,74.75,2.22,0.05,14,3.36,18.33,10.33
1222,73.65,72.2,1.22,0.2,47,2.95,11.65,19.99
1223,27.13,28.57,1.15,0.2,323,2.71,7.22,15.76
1224,43.0,46.58,1.53,0.1,221,3.61,13.16,19.41
1225,19.52,19.18,0.59,0.1,394,4.19,6.82,7.5
1226,66.54,65.52,2.39,0.2,12,4.38,8.83,3.34
1227,20.92,21.77,0.79,0.2,377,3.5,9.47,10.61
1228,98.73,107.48,2.31,0.2,38,3.7,6.74,3.36
1229,80.26,76.52,0.67,0.2,338,4.39,7.49,10.36
1230,45.12,44.58,2.15,0.15,79,3.38,1.14,6.13
1231,62.07,65.75,0.8,0.1,315,4.46,6.64,10.33
1232,92.02,94.04,0.58,0.05,131,4.92,9.97,19.04
1233,59.87,55.21,1.94,0.0,47,4.7,4.29,6.49
1234,25.7,26.36,1.06,0.05,182,3.63,16.31,19.88
1235,44.08,41.32,1.93,0.0,114,3.95,11.22,5.36
1236,85.88,86.06,1.61,0.15,52,4.29,16.08,4.95
1237,67.98,68.37,0.72,0.1,271,3.37,3.43,11.35
1238,68.57,73.72,2.36,0.0,36,4.5,16.59,17.0
1239,88.01,87.35,1.4,0.2,127,3.59,19.21,15.24
1240,90.46,86.47,1.97,0.15,9,4.62,7.7,14.75
1241,92.78,87.79,1.5,0.0,47,3.14,6.4,6.37
1242,18.54,19.92,1.71,0.2,435,2.53,13.29,1.43
1243,58.97,55.09,1.11,0.15,244,4.08,13.08,4.07
1244,76.65,75.51,0.9,0.0,160,3.63,3.14,7.64
1245,78.12,73.24,1.59,0.2,82,2.65,18.61,19.46
1246,64.6,68.14,1.38,0.1,112,3.72,10.1,18.48
1247,25.01,24.88,1.28,0.15,186,2.92,15.52,4.81
1248,81.77,79.33,1.85,0.0,9,4.07,7.83,14.79
1249,74.81,72.73,1.88,0.2,84,3.61,5.97,12.0
1250,17.75,19.0,0.59,0.1,502,2.93,3.11,1.95
1251,51.74,52.3,1.18,0.2,227,3.53,6.22,8.06
1252,25.66,26.78,1.32,0.1,262,3.08,19.88,10.24
1253,40.37,43.58,0.69,0.0,166,4.13,13.5,13.68
1254,11.63,12.56,0.97,0.2,308,3.24,16.25,6.6
1255,46.03,44.45,0.6,0.2,439,4.56,19.21,18.74
1256,59.49,64.87,2.49,0.05,10,2.54,2.5,9.59
1257,65.76,59.51,1.97,0.15,37,3.51,4.13,5.72
1258,69.71,68.0,0.67,0.2,227,4.04,18.63,7.01
1259,85.27,92.02,0.54,0.1,137,2.56,11.73,15.29
1260,29.39,28.07,1.94,0.15,194,3.04,13.06,13.17
1261,20.84,19.9,1.38,0.0,157,3.32,9.13,15.1
1262,86.64,83.22,2.07,0.15,5,2.55,16.47,6.55
1263,24.1,24.64,2.35,0.05,155,3.87,10.83,7.21
1264,97.73,96.52,1.7,0.0,5,4.08,16.7,8.54
1265,85.83,89.72,0.87,0.2,106,3.07,19.85,4.58
1266,55.08,59.43,2.06,0.0,5,3.86,13.29,14.13
1267,98.33,101.75,2.41,0.0,5,5.0,11.05,7.26
1268,18.76,17.65,1.66,0.05,259,4.72,7.94,7.2
1269,37.28,40.5,1.86,0.1,153,2.65,4.7,6.12
1270,67.44,64.26,1.17,0.0,82,2.82,13.48,9.6
1271,41.5,38.59,1.26,0.1,213,3.74,2.19,15.67
1272,93.55,85.88,1.97,0.15,15,3.11,19.17,16.88
1273,15.91,16.11,2.36,0.05,263,2.7,13.3,16.29
1274,59.45,54.85,1.76,0.2,25,3.14,19.23,12.8
1275,63.18,58.61,2.08,0.0,16,2.65,6.17,6.33
1276,68.75,66.0,0.84,0.1,102,3.82,18.98,14.96
1277,33.01,31.57,0.92,0.0,136,3.73,12.63,1.75
1278,42.81,43.7,1.56,0.05,195,2.52,16.4,16.16
1279,85.93,91.37,0.85,0.2,107,3.71,4.4,15.82
1280,27.54,28.98,1.77,0.15,237,3.8,10.5,13.73
1281,84.42,80.41,1.08,0.15,135,4.01,11.81,2.86
1282,60.64,57.55,2.08,0.1,75,4.93,8.46,19.95
1283,78.6,85.92,2.12,0.15,36,4.96,5.81,15.37
1284,74.22,66.92,1.43,0.1,46,3.82,18.19,14.96
1285,28.68,30.85,0.86,0.2,354,4.61,2.62,2.22
1286,61.19,57.52,1.79,0.0,60,2.71,3.93,8.58
1287,88.1,95.98,2.49,0.05,21,3.83,7.09,2.64
1288,48.89,47.35,1.75,0.2,58,4.2,18.48,7.86
1289,96.99,95.84,0.57,0.2,151,3.91,11.72,11.84
1290,50.7,52.8,0.53,0.15,198,3.08,8.09,17.7
1291,22.85,23.25,1.14,0.15,295,2.66,8.65,6.38
1292,45.05,43.41,0.89,0.05,155,3.47,16.92,12.84
1293,95.65,96.68,2.13,0.0,8,4.12,1.51,4.13
1294,38.77,40.56,2.19,0.2,166,4.98,1.22,7.73
1295,88.13,80.06,1.02,0.15,124,3.09,1.88,19.0
1296,89.31,80.58,1.15,0.2,117,4.79,9.91,15.21
1297,41.52,41.17,0.97,0.0,119,2.67,12.04,11.37
1298,17.49,16.21,2.32,0.1,137,4.83,12.86,5.78
1299,75.21,77.68,1.51,0.0,94,4.58,14.89,8.21
1300,38.04,35.86,1.81,0.2,128,2.55,4.6,3.98
1301,80.46,79.38,1.33,0.2,39,3.25,5.98,7.72
1302,49.84,46.83,1.76,0.05,100,2.63,5.63,3.86
1303,53.67,54.19,1.27,0.2,118,4.99,3.83,16.11
1304,80.01,73.87,1.18,0.15,95,3.57,5.64,2.53
1305,44.41,40.18,1.77,0.05,104,4.16,12.66,4.6
1306,49.88,45.4,1.68,0.2,162,3.09,7.96,14.13
1307,43.86,47.84,1.09,0.0,243,4.83,15.59,18.15
1308,43.06,39.98,0.8,0.2,364,3.19,11.19,19.33
1309,57.34,59.73,1.24,0.0,87,3.15,5.03,16.88
1310,82.79,75.64,1.33,0.0,81,3.29,9.88,5.02
1311,42.56,39.22,1.76,0.2,71,3.66,12.27,6.43
1312,57.18,57.28,2.33,0.0,5,2.55,17.46,17.54
1313,70.37,69.87,0.57,0.1,238,3.99,16.84,17.9
1314,34.25,37.34,0.99,0.05,325,2.58,9.1,13.17
1315,34.98,38.09,0.89,0.2,342,3.85,13.31,6.96
1316,94.01,99.26,1.5,0.1,69,3.64,6.66,5.26
1317,75.12,76.65,1.36,0.0,44,3.11,13.03,17.19
1318,61.95,61.39,1.96,0.0,65,3.32,18.34,4.9
1319,68.29,66.33,0.98,0.05,97,4.26,12.87,13.57
1320,12.64,13.77,1.69,0.1,191,2.52,6.77,19.39
1321,65.63,66.98,2.27,0.1,32,3.29,13.24,14.4
1322,55.86,56.74,2.32,0.2,35,4.2,18.15,5.9
1323,59.12,55.95,2.42,0.0,42,2.88,3.6,6.37
1324,42.35,38.51,2.05,0.15,65,3.9,10.17,2.77
1325,17.33,18.88,2.31,0.2,431,2.92,7.1,14.04
1326,27.4,26.38,0.97,0.2,267,2.89,5.59,10.85
1327,95.57,94.47,0.9,0.2,83,4.43,8.53,4.92
1328,46.78,43.18,0.51,0.05,328,3.17,8.49,5.33
1329,52.0,55.51,1.91,0.05,86,3.44,5.0,1.17
1330,14.74,13.35,2.37,0.2,330,4.33,8.67,19.59
1331,13.38,14.27,0.87,0.15,464,2.95,13.04,16.73
1332,74.55,69.18,1.77,0.1,70,3.83,1.49,8.49
1333,58.43,62.95,1.99,0.1,62,4.79,19.8,18.98
1334,55.78,58.35,2.36,0.0,65,3.88,6.62,13.87
1335,31.88,29.74,1.79,0.1,227,2.62,12.85,15.28
1336,77.03,78.04,2.44,0.1,19,3.97,6.39,13.92
1337,25.14,24.2,1.19,0.15,184,2.73,8.48,15.38
1338,27.09,25.35,1.2,0.1,331,3.21,11.44,4.25
1339,51.46,55.16,1.59,0.15,103,4.62,12.63,11.69
1340,35.77,35.08,1.27,0.05,95,2.53,15.64,17.14
1341,32.27,31.62,0.5,0.15,278,2.69,16.04,1.37
1342,68.07,63.58,1.96,0.05,46,3.41,10.86,3.35
1343,68.59,66.98,2.0,0.15,45,5.0,2.44,5.67
1344,84.21,90.47,1.99,0.2,18,3.23,11.6,6.6
1345,47.59,46.29,1.19,0.05,147,2.89,10.07,4.47
1346,16.58,18.07,1.54,0.05,296,3.87,5.09,12.86
1347,34.63,37.72,1.22,0.1,242,3.8,1.19,6.59
1348,98.2,91.23,0.53,0.05,138,3.62,7.0,4.0
1349,63.66,59.55,1.62,0.15,171,4.87,5.93,18.21
1350,73.88,79.23,0.75,0.2,110,3.2,10.18,14.21
1351,10.66,10.43,0.66,0.2,676,3.23,15.47,5.68
1352,56.64,51.02,2.01,0.1,50,2.85,9.34,7.86
1353,13.38,12.77,0.52,0.15,416,4.24,19.08,15.07
1354,61.23,62.43,2.42,0.15,38,3.3,5.2,16.03
1355,92.87,98.43,1.53,0.0,18,4.51,5.2,4.35
1356,97.16,90.03,2.47,0.05,12,4.93,12.48,18.79
1357,58.65,54.08,0.62,0.1,331,2.61,18.03,15.92
1358,51.24,55.56,1.67,0.2,131,4.98,13.77,17.28
1359,95.05,99.83,1.2,0.0,47,3.14,13.8,3.73
1360,70.62,71.89,2.19,0.15,31,3.55,16.32,3.72
1361,15.84,16.69,1.22,0.05,542,4.44,13.7,6.8
1362,51.92,51.18,1.02,0.2,210,4.16,15.43,2.23
1363,31.62,33.26,2.22,0.0,178,4.45,17.46,2.73
1364,52.28,50.94,1.25,0.15,171,3.67,1.15,3.72
1365,50.99,48.38,0.53,0.2,495,4.79,17.83,14.54
1366,62.39,65.25,1.28,0.2,103,4.47,5.09,1.57
1367,42.11,41.43,1.81,0.15,181,3.27,18.33,2.58
1368,24.78,27.17,1.01,0.15,580,4.87,6.06,18.94
1369,55.33,53.67,1.36,0.1,91,4.9,9.65,2.59
1370,84.72,91.86,0.61,0.2,184,3.54,18.74,11.21
1371,69.76,75.8,1.68,0.15,106,4.13,3.09,13.21
1372,40.45,38.36,2.01,0.0,72,4.54,15.16,19.21
1373,94.2,99.82,1.33,0.05,70,4.54,8.46,18.1
1374,92.1,90.87,1.34,0.1,38,2.54,1.46,9.37
1375,28.84,31.25,0.68,0.15,316,4.07,18.84,18.9
1376,13.55,13.41,0.9,0.05,552,4.93,3.24,9.21
1377,76.72,80.47,0.81,0.1,158,3.08,15.71,13.73
1378,84.48,83.93,1.46,0.2,63,4.49,8.3,5.93
1379,97.11,91.82,1.56,0.05,12,3.84,16.4,13.1
1380,90.09,84.67,2.4,0.1,5,3.05,15.26,11.23
1381,64.05,63.09,0.65,0.15,163,2.63,13.03,12.53
1382,57.7,60.65,1.7,0.15,104,4.4,18.85,13.97
1383,12.51,12.77,1.55,0.1,499,3.29,2.88,4.3
1384,32.2,33.41,1.53,0.2,187,3.44,16.17,6.72
1385,51.37,49.13,2.25,0.1,56,3.71,13.74,14.99
1386,66.57,66.32,0.91,0.0,130,3.77,6.98,4.11
1387,60.15,54.67,0.58,0.1,282,3.02,11.37,7.54
1388,76.84,81.72,1.84,0.1,16,4.18,13.25,13.66
1389,35.18,38.63,1.19,0.15,438,4.23,14.99,18.82
1390,60.85,59.71,0.54,0.2,275,2.86,4.55,2.43
1391,17.93,16.18,1.0,0.1,238,3.83,2.94,10.81
1392,47.23,44.11,1.12,0.05,85,4.02,2.94,2.56
1393,77.51,79.88,1.73,0.15,21,2.97,6.58,8.2
1394,72.41,74.03,0.85,0.15,198,4.74,3.93,4.33
1395,99.16,104.87,1.33,0.1,40,3.71,11.18,13.34
1396,35.01,33.29,1.46,0.05,208,2.79,9.3,15.4
1397,54.84,57.73,1.42,0.1,125,3.34,17.97,5.7
1398,39.66,41.15,2.45,0.05,37,3.69,14.63,14.54
1399,49.65,47.89,0.59,0.15,352,2.53,4.91,9.49
1400,87.13,87.92,2.4,0.05,11,2.58,1.87,6.39
1401,71.58,66.53,1.66,0.1,51,2.64,14.47,10.94
1402,89.42,88.57,2.09,0.0,18,3.85,17.07,8.21
1403,28.32,30.47,1.36,0.0,119,3.34,14.32,5.37
1404,88.6,87.21,1.41,0.05,72,4.73,13.23,15.38
1405,15.38,16.42,2.26,0.1,349,3.9,5.74,16.15
1406,89.97,91.6,2.29,0.2,10,4.4,10.4,16.21
1407,39.62,37.18,0.98,0.0,325,4.22,14.77,8.26
1408,38.31,38.93,0.9,0.15,417,3.8,4.67,4.22
1409,56.09,56.16,1.49,0.1,94,4.36,10.05,16.97
1410,94.66,92.74,2.3,0.1,33,3.86,3.22,7.26
1411,14.3,13.21,1.14,0.0,203,3.46,11.08,15.21
1412,41.7,41.01,1.8,0.2,121,3.59,11.9,16.53
1413,87.09,79.65,1.92,0.15,13,4.6,11.17,15.59
1414,45.64,41.98,2.06,0.2,8,3.91,9.92,8.41
1415,27.92,27.45,1.63,0.15,231,3.44,12.16,18.82
1416,48.23,46.35,1.3,0.0,140,2.95,19.94,13.54
1417,44.7,48.5,2.43,0.1,26,3.74,12.83,11.94
1418,92.39,90.09,1.72,0.15,5,3.13,15.3,14.26
1419,78.57,82.63,1.96,0.1,41,4.89,4.65,1.85
1420,55.46,55.8,1.19,0.05,206,3.73,11.07,8.42
1421,98.95,102.99,1.84,0.05,25,2.52,1.14,17.74
1422,51.87,49.39,1.02,0.0,152,2.73,1.6,4.06
1423,15.24,16.59,0.99,0.0,221,3.21,7.13,8.87
1424,33.6,33.81,1.93,0.0,76,2.73,9.87,8.7
1425,49.25,52.51,1.54,0.05,211,4.73,11.94,7.76
1426,24.12,23.47,1.87,0.15,393,4.64,17.87,11.68
1427,95.28,87.66,1.04,0.2,37,4.93,15.66,19.93
1428,79.02,81.76,1.7,0.0,31,4.27,6.7,5.86
1429,34.15,30.78,1.39,0.2,274,4.11,15.13,14.39
1430,63.17,62.86,1.69,0.2,117,4.81,11.44,15.4
1431,74.93,70.33,1.08,0.05,120,4.87,15.8,12.11
1432,94.72,97.13,1.93,0.15,36,4.69,8.81,2.85
1433,89.35,97.91,2.11,0.05,36,4.65,2.75,11.88
1434,56.37,55.97,1.02,0.0,163,4.18,12.75,19.12
1435,79.72,84.78,1.1,0.05,44,2.5,11.58,7.5
1436,60.59,60.69,1.82,0.05,34,3.57,19.12,13.15
1437,59.74,59.69,1.89,0.05,45,4.09,4.08,19.23
1438,20.33,22.08,1.91,0.0,287,3.87,13.47,16.16
1439,21.35,23.02,1.87,0.0,194,4.55,10.01,14.08
1440,57.66,60.95,1.29,0.05,158,4.55,8.2,19.45
1441,34.2,32.8,1.29,0.05,275,4.0,16.1,4.24
1442,11.89,12.0,1.01,0.2,217,2.55,16.4,15.68
1443,75.06,70.91,0.81,0.15,168,3.42,14.58,8.73
1444,12.92,12.78,1.89,0.2,309,3.07,2.59,7.85
1445,63.57,63.37,0.69,0.15,341,3.35,7.56,10.89
1446,58.53,62.41,2.38,0.15,30,4.04,1.89,1.64
1447,97.19,104.89,2.15,0.05,13,2.67,7.53,6.94
1448,53.58,52.66,2.22,0.2,93,2.56,13.31,4.16
1449,15.72,14.21,2.31,0.15,394,3.59,10.86,3.64
1450,59.65,63.97,1.32,0.15,174,4.48,14.36,7.41
1451,85.7,80.12,2.19,0.0,26,2.58,11.48,16.24
1452,99.72,102.15,0.82,0.15,161,4.62,11.56,4.82
1453,48.73,44.1,0.54,0.05,318,3.46,10.71,11.1
1454,38.83,38.05,2.07,0.1,82,2.8,7.92,15.22
1455,91.6,100.5,0.65,0.0,78,3.92,9.48,5.58
