Price,Competitor Price,Discount,Elasticity Index,Storage Cost,Return Rate (%),Customer Reviews,Demand
775.77,787.91,0.12,1.56,29.24,3.89,4.64,1108
1644.92,1601.57,0.14,1.0,9.08,7.65,4.51,654
492.04,514.17,0.26,0.85,38.55,13.14,2.86,1791
1614.96,1598.28,0.05,0.78,34.56,6.85,3.27,836
550.65,565.11,0.28,0.8,20.06,9.57,3.69,1772
1590.78,1607.82,0.07,1.24,33.58,23.35,4.85,169
1451.95,1497.82,0.24,1.14,34.49,18.98,3.06,459
643.71,650.82,0.19,1.01,10.9,8.06,2.92,1763
740.84,798.7,0.13,0.73,14.47,12.3,2.99,1601
788.97,756.79,0.06,1.61,26.13,12.74,4.64,1059
1197.46,1221.05,0.11,1.18,34.63,4.41,4.65,1012
1822.54,1961.84,0.15,1.74,8.48,23.44,3.06,50
1137.8,1203.31,0.12,1.22,9.31,2.25,4.37,1034
891.15,955.99,0.24,1.69,38.44,8.28,4.8,850
842.98,818.22,0.21,0.51,24.96,9.8,4.36,1969
433.22,473.46,0.03,0.68,26.15,20.64,4.64,1752
1372.86,1365.02,0.16,1.32,33.43,9.92,3.02,257
1042.17,1064.89,0.3,0.8,16.34,14.48,4.5,1512
1800.75,1773.23,0.22,0.95,38.53,2.76,4.18,876
1080.43,1145.93,0.23,1.27,37.14,7.3,3.11,788
1915.92,2037.4,0.18,0.79,35.57,3.57,3.42,845
936.42,876.8,0.03,0.56,29.2,8.14,3.92,1450
1079.6,976.07,0.34,0.55,31.23,3.08,2.96,1731
446.55,472.66,0.16,0.67,14.81,12.11,3.08,2040
1599.51,1590.89,0.05,1.46,31.84,3.68,3.23,50
154.4,163.56,0.18,0.72,19.59,15.18,4.83,2403
440.35,454.41,0.29,1.6,18.25,5.21,3.05,1403
698.82,713.7,0.23,1.03,24.81,23.52,4.49,1564
1694.48,1710.91,0.06,0.83,18.12,6.86,4.31,949
1261.16,1202.92,0.18,0.52,35.13,23.92,3.33,1534
683.7,675.9,0.33,1.46,15.37,19.89,4.36,1279
1838.42,1925.38,0.23,0.96,17.59,20.51,4.04,445
1679.89,1762.63,0.02,1.45,32.42,22.03,3.11,50
158.74,172.32,0.12,1.76,18.2,19.23,3.75,1664
560.08,564.51,0.15,1.17,12.15,18.57,4.38,1736
1424.73,1435.93,0.32,1.5,15.59,19.26,3.43,219
1753.7,1816.15,0.23,1.58,5.17,3.78,4.87,50
1510.11,1356.79,0.33,1.74,20.17,13.34,3.21,50
1779.27,1920.08,0.13,1.19,29.62,8.89,3.62,50
338.98,340.44,0.13,0.86,5.31,21.53,4.04,2063
115.19,117.04,0.17,0.65,7.31,12.51,3.2,2364
938.24,964.14,0.09,1.63,23.39,23.63,4.73,598
220.84,213.26,0.17,0.98,28.11,22.25,3.3,1921
1358.01,1418.98,0.07,0.62,34.3,19.99,2.96,1019
1839.91,1787.56,0.14,0.72,33.37,24.97,4.2,498
895.97,787.26,0.33,1.07,7.31,8.56,4.92,1516
1200.73,1266.53,0.13,0.55,5.13,9.84,4.35,1641
836.62,952.81,0.08,1.21,31.32,8.01,4.11,1097
412.11,434.25,0.03,1.02,35.86,3.96,2.94,1572
323.74,340.34,0.09,1.54,12.44,4.79,2.93,1820
1460.19,1486.95,0.03,0.67,7.12,23.14,4.63,1346
1818.19,2055.52,0.24,0.83,26.69,19.71,3.77,703
793.66,873.61,0.08,1.03,23.8,7.44,3.87,1387
357.95,355.86,0.01,0.76,36.92,11.82,3.48,1595
1675.78,1702.63,0.21,0.59,30.38,13.64,3.58,1096
598.25,577.52,0.23,1.05,32.32,14.06,4.73,1736
1558.03,1593.36,0.25,1.74,32.19,20.74,2.86,50
1339.4,1253.66,0.2,1.37,15.58,8.3,3.43,312
689.19,679.05,0.17,0.72,31.19,9.19,3.04,1383
1071.54,1092.64,0.09,1.51,7.39,9.9,3.29,534
802.43,743.55,0.11,1.47,15.17,16.29,4.8,1247
338.19,331.92,0.05,1.48,21.07,19.06,3.32,1563
525.9,557.54,0.22,0.71,28.88,18.87,4.31,2006
1186.6,1266.77,0.09,0.79,21.78,19.88,4.35,1120
1582.2,1533.61,0.06,0.94,12.91,3.66,3.49,739
273.3,275.13,0.06,1.1,9.05,21.04,3.54,1924
477.64,481.59,0.2,0.88,19.99,2.51,4.83,2198
121.8,123.27,0.25,1.63,9.86,22.41,4.03,2321
1969.6,1988.05,0.03,0.95,20.91,23.56,4.33,274
302.38,292.87,0.09,0.91,15.44,18.64,4.08,1747
821.89,886.58,0.01,1.05,16.09,15.42,4.59,1490
205.38,209.69,0.04,0.58,28.3,10.82,4.69,2103
1051.82,1026.05,0.03,0.62,31.67,15.12,3.69,1336
1301.47,1338.91,0.31,1.65,25.5,10.49,3.97,312
1095.92,1158.9,0.29,1.66,8.38,11.78,3.93,677
1388.07,1455.63,0.0,1.63,32.43,11.39,3.98,50
509.44,574.11,0.27,1.22,38.26,22.45,3.54,1436
1837.45,1781.79,0.17,1.43,32.11,4.21,3.48,50
1559.37,1543.08,0.03,1.6,5.88,13.38,4.16,50
460.3,444.37,0.3,0.53,8.65,2.94,3.59,2187
960.56,914.41,0.01,1.02,25.79,2.05,3.17,740
138.01,149.2,0.08,0.55,26.88,6.6,3.76,2033
1675.22,1718.47,0.08,0.98,31.86,8.04,4.34,695
1802.83,1828.82,0.08,1.14,12.03,13.65,4.93,89
1095.15,1174.77,0.16,0.83,33.62,22.42,4.99,1380
782.19,780.93,0.07,0.55,32.79,4.54,4.17,1722
1618.87,1534.1,0.04,1.37,10.1,20.32,3.86,50
773.43,782.46,0.27,1.75,16.58,3.47,3.79,1054
188.93,184.68,0.06,0.77,30.47,13.08,4.83,2079
1362.46,1292.6,0.08,0.98,10.41,18.14,4.77,711
872.26,968.86,0.32,1.18,14.95,5.73,4.7,1776
1994.38,2066.41,0.08,0.83,27.15,16.31,4.87,493
1076.16,1131.78,0.17,1.27,13.92,3.79,2.89,953
320.49,354.79,0.05,1.11,25.05,5.67,4.69,1854
1589.33,1627.81,0.19,1.24,33.3,24.23,4.41,332
1923.93,2031.64,0.2,1.71,35.69,21.51,3.68,50
329.81,329.58,0.02,1.71,14.87,20.3,4.92,1837
709.64,654.95,0.14,0.59,11.9,16.47,3.85,1618
1021.97,1080.0,0.04,1.11,15.07,8.92,4.52,1026
1443.45,1571.17,0.26,1.12,18.16,2.98,4.74,1192
1436.14,1433.31,0.04,0.59,21.79,3.15,3.5,1352
1286.07,1297.67,0.05,0.52,34.99,9.24,2.83,1228
1741.24,1626.74,0.02,0.54,28.28,4.86,4.87,1294
1499.23,1440.67,0.15,0.69,9.29,7.45,3.3,1231
144.01,158.03,0.22,0.87,16.16,4.84,4.95,2399
1942.26,1927.95,0.23,1.4,39.81,3.92,4.54,50
1674.35,1642.58,0.27,1.3,7.22,6.2,3.51,192
1381.73,1392.6,0.32,0.53,22.67,10.82,4.08,1833
1589.2,1536.06,0.11,0.87,7.11,22.68,4.66,607
1668.41,1597.87,0.27,1.51,18.59,9.35,3.54,50
194.42,182.8,0.0,0.76,7.82,22.18,3.97,1884
1307.01,1342.49,0.3,0.52,7.2,18.93,4.68,1983
368.51,364.86,0.27,1.55,33.87,12.81,3.68,1802
589.28,585.96,0.16,0.95,35.98,19.77,4.89,1847
1658.7,1749.63,0.02,1.49,36.28,17.89,4.83,50
1141.38,1277.61,0.19,1.1,36.94,9.43,4.24,1056
671.43,665.27,0.14,1.31,32.03,17.95,3.14,1089
463.46,441.95,0.03,0.63,23.93,3.6,3.67,1819
1008.71,967.5,0.25,1.68,12.94,13.88,3.0,357
301.49,323.12,0.08,1.09,12.79,22.94,4.14,1986
829.48,803.3,0.11,0.9,6.51,21.19,3.26,1180
1729.29,1803.61,0.19,1.64,21.71,18.25,3.92,50
804.62,881.13,0.13,1.35,20.33,19.05,3.96,994
1082.28,1101.45,0.25,1.69,38.61,15.87,2.93,159
1902.93,1923.67,0.05,1.65,8.51,10.51,4.82,50
789.05,820.85,0.17,0.93,7.64,11.7,3.59,1496
628.5,696.36,0.22,0.52,37.9,17.81,4.72,2160
891.0,880.73,0.11,1.32,27.94,5.73,2.99,726
838.57,856.08,0.11,1.04,31.93,10.88,4.46,1433
1924.38,1915.36,0.13,1.13,39.81,11.11,4.67,50
126.08,126.95,0.01,1.09,16.07,12.54,3.77,1819
386.53,371.71,0.12,1.66,7.4,7.69,3.65,1700
1588.66,1743.39,0.35,0.97,25.35,24.99,3.14,559
105.13,110.79,0.19,1.26,24.39,4.96,3.74,2092
930.32,967.62,0.29,1.47,37.99,5.05,4.84,1130
1423.28,1513.17,0.16,1.58,20.5,23.89,3.51,50
207.55,217.56,0.16,1.37,9.08,9.55,4.57,1909
703.36,763.22,0.22,1.4,26.32,20.7,4.41,1212
630.03,626.41,0.3,0.99,24.17,10.29,4.59,1941
1073.0,1085.56,0.24,0.78,26.21,19.04,4.16,1508
1282.78,1294.68,0.23,1.25,26.35,2.6,4.63,956
1546.87,1594.93,0.29,1.28,39.85,10.93,3.66,384
283.82,270.4,0.18,1.18,11.4,17.74,3.73,2058
562.21,657.24,0.34,0.52,13.39,2.39,4.17,2500
1541.43,1509.34,0.17,1.48,13.56,2.07,3.79,62
1758.42,1787.28,0.07,1.46,37.04,3.63,4.52,50
714.91,782.23,0.23,0.9,30.98,10.75,4.56,1926
210.82,211.35,0.22,1.58,16.25,3.86,4.76,2233
362.22,385.39,0.33,0.79,28.49,4.64,2.86,2195
1603.81,1736.11,0.29,1.76,13.5,6.76,2.98,50
350.46,322.69,0.24,1.51,29.93,22.43,4.37,1739
507.96,494.6,0.22,0.69,23.76,16.23,3.4,1689
462.33,478.48,0.14,0.98,30.42,21.88,3.08,1484
886.63,855.31,0.3,0.51,34.65,23.67,4.42,2006
1319.3,1433.15,0.22,1.11,29.88,8.5,3.44,653
361.16,391.94,0.05,1.74,25.38,2.66,3.14,1376
996.61,1056.96,0.19,1.22,32.34,17.26,3.3,598
1864.05,1849.93,0.05,0.63,26.91,20.41,4.23,872
1040.63,1033.13,0.09,1.59,15.09,2.25,3.14,585
1027.36,1081.65,0.32,0.92,38.11,8.89,2.97,1219
1492.67,1384.06,0.25,0.65,32.67,15.37,4.06,1270
1157.58,1129.47,0.32,0.69,37.42,11.3,3.24,1304
939.89,997.15,0.0,0.56,30.4,18.72,4.52,1543
1699.17,1740.12,0.33,0.82,20.04,15.94,4.94,1307
367.86,347.51,0.31,0.59,14.17,23.7,3.51,2077
491.4,511.92,0.32,1.22,38.57,10.76,3.97,1679
1977.4,2094.92,0.27,0.89,26.95,9.08,3.76,619
601.52,598.82,0.09,1.73,37.08,11.46,3.73,925
247.81,229.3,0.19,1.67,12.22,17.09,4.88,1778
412.04,397.09,0.05,1.24,9.97,21.49,3.19,1573
1894.47,1927.02,0.1,1.16,27.12,24.61,4.9,50
450.14,451.79,0.11,1.12,8.69,18.19,4.38,1664
1110.57,1045.87,0.27,1.4,20.45,17.22,3.04,518
1494.33,1473.38,0.02,0.52,22.66,10.31,4.7,1558
148.81,148.56,0.2,1.66,9.63,8.99,4.66,2132
636.44,664.95,0.14,0.63,30.76,7.8,4.0,2095
1497.19,1411.63,0.22,1.21,31.76,18.52,3.18,205
620.57,600.41,0.23,1.18,5.9,12.28,4.21,1401
774.11,832.69,0.24,1.59,10.19,16.01,3.9,1189
1164.4,1097.56,0.3,0.72,39.38,9.56,3.18,1485
1622.52,1461.78,0.16,1.12,22.31,20.72,4.09,138
696.93,657.9,0.13,0.67,6.5,21.07,2.87,1713
409.49,404.18,0.33,0.94,27.6,10.51,4.11,1984
151.23,147.44,0.1,0.84,29.63,5.15,3.7,2093
621.03,628.27,0.05,0.82,31.7,12.15,3.85,1447
1368.21,1372.97,0.02,1.66,30.03,20.1,4.56,50
1834.69,1753.34,0.3,0.89,5.25,24.2,3.17,489
1055.76,1120.85,0.08,1.48,17.53,3.83,4.77,938
379.29,366.89,0.24,1.19,20.24,7.36,3.01,1687
1277.65,1369.68,0.15,1.1,29.48,18.96,3.72,682
283.41,273.22,0.17,0.83,10.58,12.41,3.44,1856
346.66,350.5,0.06,1.63,12.15,5.95,4.51,1707
364.02,392.74,0.01,1.13,26.79,4.06,3.87,1636
1860.05,1851.65,0.11,0.71,19.31,10.12,3.97,802
1277.73,1340.68,0.23,0.67,30.87,9.61,3.17,1157
115.59,124.13,0.17,1.46,19.96,12.94,3.52,1972
1867.56,1758.21,0.15,1.2,10.55,5.25,2.99,50
840.04,811.23,0.31,1.38,6.93,9.07,3.78,1530
416.27,420.94,0.22,1.25,17.04,7.44,4.6,1860
1386.34,1305.54,0.32,1.28,20.23,20.9,4.4,439
1074.31,1086.39,0.2,1.45,16.22,2.4,4.86,806
1291.38,1332.8,0.25,1.17,31.81,24.83,4.95,694
938.25,945.4,0.2,1.59,35.51,11.92,3.64,741
518.84,510.37,0.34,1.74,19.96,5.83,3.04,1187
110.19,112.84,0.04,0.98,25.02,24.62,4.49,1992
1354.91,1346.09,0.31,1.56,18.61,12.26,4.78,348
1016.47,1029.17,0.34,0.74,5.39,17.47,3.72,1772
913.18,890.73,0.05,0.7,28.61,13.63,3.2,1476
1276.7,1395.91,0.1,1.5,36.67,13.06,3.6,177
1047.93,1139.47,0.35,1.09,9.34,5.69,3.34,1463
1841.76,1942.97,0.11,1.6,12.39,15.34,4.91,50
1488.14,1503.81,0.06,1.3,25.97,8.36,4.92,362
1863.49,1955.78,0.01,0.76,27.61,7.67,4.32,833
542.92,562.2,0.31,0.84,14.48,9.41,4.87,2040
1282.62,1286.72,0.12,1.67,35.25,7.25,4.9,50
1823.1,1970.19,0.33,0.6,12.4,7.92,4.09,1573
1559.76,1728.06,0.22,0.94,10.57,5.65,3.49,964
839.61,748.92,0.22,1.05,23.58,19.2,3.31,1178
1508.01,1589.3,0.09,0.58,31.09,13.23,3.82,1310
1209.44,1248.95,0.02,1.22,28.41,23.4,4.26,364
664.3,690.81,0.14,0.84,8.97,2.3,3.95,1794
1501.23,1478.13,0.08,1.04,6.44,23.75,4.81,553
288.14,300.26,0.14,0.59,7.99,11.24,4.21,2007
286.06,286.16,0.23,1.36,18.35,18.42,4.47,1926
472.05,443.87,0.1,1.15,25.59,12.18,4.21,1685
386.96,389.89,0.21,1.1,12.41,17.83,3.47,1729
1754.4,1969.14,0.34,0.7,29.64,2.57,3.42,1175
537.17,544.61,0.23,1.54,10.29,22.13,3.0,1282
1947.03,1945.27,0.02,1.43,8.39,22.78,2.99,50
185.03,177.71,0.09,1.59,39.74,15.94,3.53,1709
240.57,260.39,0.06,1.53,13.93,7.33,3.79,1811
899.1,938.1,0.09,0.84,19.52,18.35,4.0,1442
1283.28,1282.05,0.1,1.77,5.28,23.83,3.18,50
1300.77,1430.56,0.12,0.66,35.68,21.09,2.89,970
313.19,320.64,0.08,1.47,33.65,24.08,3.59,1449
1105.98,1162.24,0.11,0.93,32.17,3.88,4.63,1147
447.96,445.71,0.11,0.53,39.58,17.41,4.42,1726
561.02,623.24,0.24,0.58,24.25,3.61,2.81,1586
571.46,547.9,0.02,1.31,15.48,5.86,4.47,1651
612.75,660.13,0.16,0.87,14.82,14.02,4.51,1994
1748.81,1749.02,0.15,1.07,30.91,21.5,3.64,201
1627.03,1559.72,0.11,0.67,11.26,19.12,4.34,1214
393.31,412.28,0.09,1.66,8.72,20.74,3.63,1472
1401.01,1357.21,0.06,0.8,31.96,2.56,3.26,662
537.53,531.55,0.05,1.29,34.55,10.43,3.17,1131
131.2,137.57,0.25,1.25,32.14,3.46,3.6,2067
224.8,240.35,0.0,1.56,5.3,12.11,4.64,1886
1528.32,1710.25,0.22,0.95,7.26,18.18,3.72,839
1386.73,1394.3,0.09,0.75,9.82,7.12,4.17,1268
1106.64,1139.33,0.13,1.6,39.73,18.97,3.62,152
346.87,304.49,0.06,0.58,37.68,2.16,4.62,2097
1621.05,1644.34,0.32,1.43,6.48,2.69,3.88,56
1068.61,1002.66,0.09,1.66,19.14,5.86,3.29,143
1193.56,1185.62,0.15,1.43,17.74,15.11,4.61,675
1654.92,1667.88,0.01,1.41,36.91,20.92,4.51,50
673.83,700.95,0.34,1.77,17.16,23.44,2.88,1000
693.3,719.49,0.04,1.4,7.47,2.63,3.03,883
295.28,310.67,0.33,1.03,18.25,3.29,4.66,2406
734.44,709.93,0.16,1.07,33.44,22.26,3.89,1231
1645.95,1492.09,0.3,0.61,9.09,16.08,2.92,1065
1285.99,1406.16,0.24,1.05,23.23,8.37,4.44,1271
602.46,606.17,0.35,0.74,19.75,5.42,2.87,1735
621.33,651.97,0.02,0.85,24.32,19.4,4.03,1422
1336.38,1304.01,0.29,1.49,15.68,16.14,3.81,310
1709.29,1686.3,0.16,0.53,35.37,21.42,4.0,902
877.41,870.97,0.32,1.35,23.94,18.53,4.09,1325
101.71,101.53,0.19,1.77,29.55,16.86,4.13,2260
1899.33,1981.48,0.34,1.54,27.01,14.24,3.1,50
1777.61,1779.28,0.22,1.5,15.34,10.31,4.57,50
1298.42,1300.82,0.13,0.79,19.58,8.5,4.48,1390
178.55,181.72,0.03,1.26,19.76,17.54,4.13,1893
953.86,960.58,0.05,1.58,11.51,3.7,3.49,568
657.96,657.65,0.14,1.04,32.35,6.9,3.27,1266
260.72,282.68,0.33,0.79,33.59,7.69,4.01,2239
872.69,895.68,0.18,0.83,16.09,11.26,4.3,1511
1066.1,1194.83,0.29,0.52,38.98,24.88,4.71,2044
1066.24,1096.18,0.02,1.45,22.05,18.08,4.67,633
632.96,615.98,0.13,1.24,26.94,8.39,3.8,1269
569.09,546.96,0.22,1.36,33.76,12.64,4.47,1471
1647.53,1672.51,0.05,1.08,25.41,3.4,4.53,234
308.03,296.28,0.3,0.86,20.42,14.94,4.79,2378
1105.64,1102.64,0.04,1.21,5.39,9.31,4.55,913
1157.22,1126.47,0.11,1.49,5.51,17.61,3.35,462
437.23,472.63,0.01,0.55,32.69,11.6,3.6,1913
142.72,146.85,0.08,0.81,37.59,4.04,2.94,1833
1055.23,1063.7,0.05,1.22,24.77,22.54,4.32,661
1125.43,1118.33,0.04,1.69,38.31,18.93,4.41,149
396.22,384.08,0.3,1.59,38.02,15.73,3.84,1514
108.57,106.32,0.32,1.19,23.03,11.95,4.62,2421
1089.64,1102.2,0.26,1.04,21.78,2.92,3.12,1132
134.28,145.4,0.27,1.78,35.31,4.31,4.4,2260
892.07,932.87,0.04,1.09,9.31,10.31,4.09,1428
1562.9,1557.03,0.09,0.77,35.98,23.66,3.57,838
1704.55,1742.85,0.17,1.29,34.23,15.17,4.87,261
1207.53,1262.67,0.0,0.72,29.3,16.19,2.94,871
1248.05,1182.81,0.09,1.4,7.13,21.17,3.33,183
364.45,371.2,0.27,1.45,30.31,20.9,4.55,1959
1058.18,1032.34,0.04,0.73,19.34,24.95,3.46,1178
555.73,541.32,0.16,1.2,14.78,14.92,3.78,1472
1667.64,1756.42,0.25,1.24,22.89,13.42,3.32,146
831.74,867.42,0.06,1.4,30.95,8.44,4.88,1051
1289.0,1357.39,0.32,0.55,39.83,3.7,2.86,1446
1542.01,1492.9,0.04,1.07,27.14,3.77,4.49,154
931.38,954.23,0.11,1.74,39.37,21.1,4.96,329
1873.28,1973.35,0.24,1.18,35.28,11.48,4.0,50
1103.91,1077.78,0.17,0.85,8.71,14.3,4.2,1491
618.63,632.38,0.25,1.17,19.47,2.79,3.68,1653
1730.93,1735.55,0.33,1.48,8.2,20.62,4.4,50
1371.09,1495.71,0.03,0.64,24.53,16.2,4.23,1423
124.52,123.16,0.19,0.92,23.69,22.11,4.0,2034
590.26,572.69,0.11,1.74,5.35,10.27,4.96,1358
1539.67,1594.55,0.22,1.44,30.61,16.86,3.47,50
1356.7,1320.82,0.15,0.55,16.71,9.17,3.51,1278
1009.63,1056.69,0.21,1.75,33.66,4.24,2.95,267
1906.77,2024.65,0.08,1.07,26.62,14.97,3.55,112
746.42,780.31,0.01,1.33,14.7,24.04,3.13,817
1426.94,1496.98,0.09,0.93,22.68,5.33,4.84,1034
766.99,761.7,0.19,1.61,16.71,8.92,3.47,941
611.21,654.09,0.27,1.38,6.27,6.53,3.54,1594
501.81,514.45,0.02,1.11,22.08,21.12,4.38,1491
270.49,285.15,0.34,0.79,14.64,5.67,4.92,2239
339.67,328.46,0.29,1.27,38.86,4.24,4.53,2136
436.19,438.76,0.16,1.06,24.84,14.77,4.16,1689
667.7,588.57,0.33,1.34,8.06,15.81,4.85,1493
1919.5,1730.98,0.01,0.86,15.14,5.22,4.4,349
397.83,441.63,0.16,1.61,29.45,2.73,2.82,1737
940.21,973.34,0.2,1.79,20.33,6.26,2.81,391
468.06,442.09,0.08,0.75,16.2,16.19,3.23,1625
905.87,883.37,0.01,0.69,39.55,12.71,4.86,1245
158.36,153.23,0.05,1.13,13.34,22.57,4.42,1806
619.01,690.23,0.31,0.97,34.89,3.83,4.32,1787
580.04,590.12,0.32,1.39,25.71,2.77,3.67,1783
1112.31,1079.76,0.23,0.71,27.68,7.7,4.2,1463
121.72,128.78,0.11,1.35,28.47,19.57,4.04,2151
1035.43,1081.85,0.22,0.72,6.43,19.65,3.35,1735
267.84,289.09,0.26,0.63,18.22,7.47,3.05,2117
1752.23,1798.48,0.33,0.96,27.73,5.84,3.32,821
908.43,945.34,0.06,1.12,12.0,12.57,4.88,1575
1552.22,1561.2,0.08,1.07,13.34,19.54,3.82,382
1681.71,1735.09,0.16,1.43,26.62,9.0,4.05,50
699.84,677.81,0.23,0.7,24.4,21.84,3.61,1888
1630.65,1570.78,0.19,0.51,14.68,20.33,3.16,1106
1137.3,1156.31,0.25,1.76,33.89,10.69,4.81,470
1648.83,1730.55,0.01,1.66,10.8,5.47,4.32,50
1620.05,1842.8,0.19,0.89,13.16,22.98,3.81,881
400.6,411.42,0.19,0.66,32.92,16.11,4.14,1809
1345.55,1370.8,0.19,1.28,23.29,17.89,4.07,566
875.49,926.4,0.35,1.56,24.05,14.34,4.11,966
154.14,145.55,0.11,1.51,6.54,10.32,3.22,1915
544.18,537.39,0.3,1.11,37.98,15.18,3.77,1479
500.96,548.34,0.02,1.59,23.51,7.51,3.61,1302
1149.91,1163.6,0.01,1.45,22.2,5.63,3.0,58
777.51,805.18,0.31,1.47,8.23,11.74,2.84,1095
436.88,437.2,0.01,1.71,5.95,18.62,4.39,1403
1597.24,1660.78,0.28,1.77,19.37,12.73,3.73,50
410.05,461.43,0.23,1.65,24.62,21.87,2.98,1410
1512.36,1470.39,0.35,0.55,12.18,16.04,4.12,1674
1451.09,1501.66,0.29,1.08,33.15,19.07,3.61,748
430.4,425.84,0.1,0.66,16.66,20.21,4.71,1964
1423.94,1474.93,0.02,1.7,22.72,13.84,2.83,50
1411.55,1445.95,0.1,1.06,5.59,10.26,4.98,1004
1379.88,1502.49,0.28,1.37,31.35,15.75,4.07,566
1926.84,2041.33,0.15,1.39,6.59,9.48,4.17,50
1868.23,1796.14,0.08,0.72,26.18,22.3,4.71,694
947.65,985.13,0.24,0.89,15.71,2.16,4.74,1819
695.72,731.65,0.25,0.56,28.33,11.51,4.82,2045
315.46,323.28,0.07,1.34,27.07,23.8,3.6,1236
721.83,729.81,0.21,1.01,25.46,6.4,3.1,1613
1334.09,1240.67,0.13,1.49,7.42,22.21,4.68,71
1685.79,1717.06,0.02,1.12,12.41,24.78,4.68,326
379.14,393.57,0.23,1.29,36.48,13.72,3.16,1437
1088.16,1170.38,0.29,1.31,26.77,20.96,3.98,862
397.67,397.84,0.21,1.13,12.04,13.5,4.44,1912
1761.28,1691.02,0.04,1.06,8.85,13.04,3.92,296
1834.11,1855.75,0.13,0.88,19.33,9.04,4.62,725
260.99,269.62,0.14,1.75,13.71,15.39,3.58,1712
252.68,257.01,0.22,1.6,24.7,20.78,4.0,1899
1687.21,1573.55,0.17,1.19,29.51,13.72,4.72,50
930.67,935.28,0.03,1.43,19.03,20.99,4.87,821
786.17,784.12,0.1,1.63,20.3,7.86,2.92,902
1968.48,1852.33,0.21,1.18,9.19,23.43,4.24,50
1822.36,1832.73,0.01,0.85,8.52,17.88,3.08,285
557.18,534.06,0.24,0.59,29.45,9.97,4.48,2153
596.81,589.61,0.28,1.26,23.89,12.01,2.87,1406
1856.33,1957.4,0.3,1.05,6.88,8.98,3.22,250
1868.59,1989.53,0.13,1.05,26.32,18.5,4.74,221
938.23,982.49,0.13,0.88,34.12,10.66,4.44,1516
895.53,930.31,0.01,1.65,10.64,21.77,3.13,254
1588.47,1479.83,0.1,0.68,9.66,13.12,4.74,1259
346.49,336.72,0.24,1.21,36.26,20.12,4.06,1808
691.1,704.99,0.29,1.38,33.65,15.3,3.26,1234
250.79,277.25,0.24,0.86,38.37,15.48,4.97,2235
398.65,407.74,0.34,1.59,34.58,15.0,4.38,1789
362.35,344.81,0.08,1.11,39.14,6.51,2.97,1750
722.7,703.4,0.15,1.61,35.03,11.73,3.18,702
1532.31,1530.94,0.06,0.63,12.34,7.89,4.07,1121
1866.87,2011.56,0.11,0.78,24.49,17.08,2.81,562
470.65,499.3,0.14,0.79,35.11,23.85,4.55,1824
436.86,446.13,0.33,0.63,18.69,18.35,4.86,2300
1139.28,1131.91,0.17,0.9,15.44,23.07,3.3,976
1370.03,1320.06,0.06,1.18,23.85,20.11,3.84,441
1568.89,1554.05,0.25,1.65,15.85,15.25,3.4,50
1127.92,1108.28,0.23,1.3,9.22,3.83,4.1,860
1801.25,1758.09,0.33,1.29,31.23,13.65,4.24,50
414.02,417.89,0.2,1.53,14.19,24.71,4.78,1721
985.01,1005.38,0.16,1.39,36.9,2.01,4.79,929
353.71,347.91,0.31,0.52,18.85,19.96,3.44,2302
1964.33,2175.93,0.14,0.72,26.39,2.29,4.67,1175
1975.06,1958.82,0.31,0.91,20.42,9.69,3.0,397
1288.48,1269.59,0.21,0.74,24.79,15.21,3.85,1238
1638.57,1529.94,0.29,0.58,39.5,14.6,3.78,1108
1182.62,1198.41,0.02,1.43,33.39,10.71,4.17,307
1919.1,2171.53,0.22,1.6,22.17,5.96,3.57,50
1566.97,1560.77,0.07,1.77,31.5,17.42,4.93,50
1089.85,1139.66,0.15,0.99,22.39,11.21,3.51,1035
986.56,1057.2,0.04,1.14,25.89,3.06,4.74,1266
1429.83,1571.34,0.16,0.58,17.65,8.03,4.83,1744
384.0,414.92,0.14,1.73,6.35,24.98,4.97,1629
896.95,860.94,0.2,0.85,28.75,25.0,3.02,1047
259.81,271.04,0.2,0.6,10.07,14.01,3.29,1782
866.89,936.86,0.11,0.93,14.87,20.67,4.77,1293
1834.88,1935.1,0.0,1.23,20.26,10.65,3.11,50
1058.65,1054.5,0.04,0.7,39.36,21.65,3.33,929
1489.99,1493.75,0.32,1.55,5.5,17.53,2.87,50
270.19,271.33,0.05,1.71,30.99,20.97,3.37,1417
185.75,175.51,0.13,1.14,25.34,17.92,3.99,1794
505.68,516.07,0.27,0.79,36.29,4.93,4.23,2069
1616.85,1797.29,0.3,0.56,8.54,12.72,2.87,1381
514.63,538.52,0.11,1.4,5.19,8.78,2.94,1515
376.06,392.79,0.07,0.93,37.58,21.33,4.68,1602
1495.33,1473.0,0.02,0.51,36.44,10.03,4.08,1180
1183.86,1135.25,0.18,1.25,8.24,11.69,4.76,852
409.23,410.99,0.3,0.99,7.59,9.0,3.24,1885
1065.63,1107.1,0.21,1.14,13.14,19.55,4.01,1183
543.07,529.91,0.0,0.85,30.66,18.96,4.49,1542
823.08,843.62,0.06,0.76,13.54,18.15,3.83,1483
1097.31,1124.72,0.04,0.93,28.87,11.5,3.91,957
1947.3,2138.1,0.27,1.34,36.17,18.24,2.98,50
827.14,851.17,0.3,1.49,23.5,6.47,2.85,899
386.22,426.89,0.22,0.99,25.0,8.56,3.03,1892
1372.44,1436.94,0.07,0.83,37.37,19.06,4.81,1137
